task_id,minute_id,annotation_id,start_xpath,end_xpath,text,reference_type,external_identifier,external_url,document_type,referenced_annotation_id,start_char,end_char,sentence,paragraph
14,h-tk-20022003-3055-3080,pJjj9Q7aIj,/div[2]/div[55]/p[2]/text()[1],/div[2]/div[55]/p[2]/text()[1],de brief,impl-ext-third-party,,,,,26375,26383,"U kunt de regeling op uw manier omschrijven. Ik noemde al de brief die u waarschijnlijk ook hebt ontvangen van het Comité witte illegalen. Het noemen van een regeling leidt bij andere groepen die menen daaraan te voldoen tot de conclusie dat er ruimte is voor een generaal pardon zodat men ook een beroep op die regeling zal doen. Dat betekent valse hoop voor een nog grotere groep.","U kunt de regeling op uw manier omschrijven. Ik noemde al de brief die
u waarschijnlijk ook hebt ontvangen van het Comité witte illegalen.
Het noemen van een regeling leidt bij andere groepen die menen daaraan te
voldoen tot de conclusie dat er ruimte is voor een generaal pardon zodat men
ook een beroep op die regeling zal doen. Dat betekent valse hoop voor een
nog grotere groep."
14,h-tk-20022003-3055-3080,suqbwfCgRg,/div[2]/div[59]/p[2]/text()[1],/div[2]/div[59]/p[2]/text()[1],de brief van het Comité witte illegalen,impl-ext-third-party,,,,,28427,28466,"Ik vind het fijn dat u de uitspraak van mijn fractie kunt billijken. Het feit blijft dat er valse hoop gewekt wordt. De illustratie ligt in de vorm van de brief van het Comité witte illegalen op tafel. Wij kennen ook voorbeelden uit andere landen, zoals verleden week uitgebreid besproken is. Het gevolg is: valse hoop voor een grote groep. Bovendien ontstaat een grote druk op de IND en de rechtbanken die alle aanvragen vervolgens weer moeten afwijzen.","Ik vind het fijn dat u de uitspraak van mijn fractie kunt billijken. Het
feit blijft dat er valse hoop gewekt wordt. De illustratie ligt in de vorm
van de brief van het Comité witte illegalen op tafel. Wij kennen ook
voorbeelden uit andere landen, zoals verleden week uitgebreid besproken is.
Het gevolg is: valse hoop voor een grote groep. Bovendien ontstaat een grote
druk op de IND en de rechtbanken die alle aanvragen vervolgens weer moeten
afwijzen."
14,h-tk-20022003-3055-3080,oyL5nX5N5o,/div[2]/div[67]/p[2]/text()[1],/div[2]/div[67]/p[2]/text()[1],een brief,impl-ext-third-party,,,,,31281,31290,"Was het maar zo dat wanneer wij hier een debat voeren over een specifiek afgebakende groep, dat geen enkele uitwerking heeft buiten die groep. Ik gaf al aan dat wij een brief hebben gekregen van de groep waar wij het niet over hebben, namelijk de witte illegalen, die op grond van het debat dat wij hier voeren, zeggen: wij willen ook graag een regeling.","Was het maar zo dat wanneer wij hier een debat voeren over een specifiek
afgebakende groep, dat geen enkele uitwerking heeft buiten die groep. Ik gaf
al aan dat wij een brief hebben gekregen van de groep waar wij het niet over
hebben, namelijk de witte illegalen, die op grond van het debat dat
wij hier voeren, zeggen: wij willen ook graag een regeling."
14,h-tk-20022003-3055-3080,kcscHuPyK3,/div[2]/div[69]/p[2]/text()[1],/div[2]/div[69]/p[2]/text()[1],de brief,impl-ext-third-party,,,,,32099,32107,"Als uw redenatie waar zou zijn, kan het niet zo zijn dat ik de brief ontvangen heb die ik heb ontvangen van de witte illegalen.","Als uw redenatie waar zou zijn, kan het niet zo zijn dat ik de brief ontvangen
heb die ik heb ontvangen van de witte illegalen."
14,h-tk-20022003-3055-3080,OKzm8vkVSE,/div[2]/div[71]/p[2]/text()[1],/div[2]/div[71]/p[2]/text()[1],een brief,impl-ext-third-party,,,,,32838,32847,"De oplossing die u voorstelt, werkt niet. Een regeling kan wel omschreven worden, maar dan kom ik terug op het voorbeeld van Italië en op uw eigen woorden, daar waar u zegt: wij hebben het over asielzoekers en niet over illegalen. Desondanks maakt in Italië een groep de oversteek en desondanks sturen in Nederland illegalen een brief omdat zij zeggen: wij willen er ook voor in aanmerking komen.","De oplossing die u voorstelt, werkt niet. Een regeling kan wel omschreven
worden, maar dan kom ik terug op het voorbeeld van Italië en op uw eigen
woorden, daar waar u zegt: wij hebben het over asielzoekers en niet over illegalen.
Desondanks maakt in Italië een groep de oversteek en desondanks sturen
in Nederland illegalen een brief omdat zij zeggen: wij willen er ook voor
in aanmerking komen."
14,h-tk-20022003-3055-3080,-PJjQFz3ef,/div[2]/div[73]/p[2]/text()[1],/div[2]/div[73]/p[2]/text()[1],een brief,impl-ext-third-party,,,,,33206,33215,"Ik doe de feitelijke constatering dat ik een brief ontvangen heb – u waarschijnlijk ook – en dat de verwarring is ontstaan, maar dat is niet door de uitspraken die de VVD heeft gedaan, want wij zijn de discussie over een generaal pardon niet begonnen. Ik vind uw opmerking echter wel terecht. Uitspraken over een pardonregeling moeten niet zomaar gedaan worden – dat geldt dan ook voor uw partij – omdat zij dit soort van gevolgen hebben.","Ik doe de feitelijke constatering dat ik een brief ontvangen heb –
u waarschijnlijk ook – en dat de verwarring is ontstaan, maar dat is
niet door de uitspraken die de VVD heeft gedaan, want wij zijn de discussie
over een generaal pardon niet begonnen. Ik vind uw opmerking echter wel terecht.
Uitspraken over een pardonregeling moeten niet zomaar gedaan worden –
dat geldt dan ook voor uw partij – omdat zij dit soort van gevolgen
hebben."
14,h-tk-20022003-3055-3080,9UWsbmEWO4,/div[2]/div[75]/p[3]/text()[1],/div[2]/div[75]/p[3]/text()[1],de brief,impl-local,19637-720,,,pTF68sV8wL,33893,33901,"Voorzitter. Ik was aangekomen bij mijn vragen aan de minister. Wat betreft de brief gaat het daarbij om het volgende. Ik ben zeer benieuwd naar het oordeel van de minister over deze brief, in het licht van de uitspraken die hij vorige week heeft gedaan. Immers, hij is door het kabinet wel aan de teugel teruggetrokken. Daarnaast zegt de brief heel expliciet dat er geen gebruik gemaakt zal worden van de discretionaire bevoegdheid. Er wordt hier al gehint op moties. Mag ik uit de brief afleiden dat moties die in de richting gaan van een ruim gebruik van discretionaire bevoegdheid, op grond van deze brief ontraden zullen worden?","Voorzitter. Ik was aangekomen bij mijn vragen aan de minister. Wat betreft
de brief gaat het daarbij om het volgende. Ik ben zeer benieuwd naar het oordeel
van de minister over deze brief, in het licht van de uitspraken die hij vorige
week heeft gedaan. Immers, hij is door het kabinet wel aan de teugel teruggetrokken.
Daarnaast zegt de brief heel expliciet dat er geen gebruik gemaakt zal worden
van de discretionaire bevoegdheid. Er wordt hier al gehint op moties. Mag
ik uit de brief afleiden dat moties die in de richting gaan van een ruim gebruik
van discretionaire bevoegdheid, op grond van deze brief ontraden zullen worden?"
14,h-tk-20022003-3055-3080,nPcK0IORlD,/div[2]/div[75]/p[3]/text()[1],/div[2]/div[75]/p[3]/text()[1],deze brief,impl-local,19637-720,,,pTF68sV8wL,33995,34005,"Voorzitter. Ik was aangekomen bij mijn vragen aan de minister. Wat betreft de brief gaat het daarbij om het volgende. Ik ben zeer benieuwd naar het oordeel van de minister over deze brief, in het licht van de uitspraken die hij vorige week heeft gedaan. Immers, hij is door het kabinet wel aan de teugel teruggetrokken. Daarnaast zegt de brief heel expliciet dat er geen gebruik gemaakt zal worden van de discretionaire bevoegdheid. Er wordt hier al gehint op moties. Mag ik uit de brief afleiden dat moties die in de richting gaan van een ruim gebruik van discretionaire bevoegdheid, op grond van deze brief ontraden zullen worden?","Voorzitter. Ik was aangekomen bij mijn vragen aan de minister. Wat betreft
de brief gaat het daarbij om het volgende. Ik ben zeer benieuwd naar het oordeel
van de minister over deze brief, in het licht van de uitspraken die hij vorige
week heeft gedaan. Immers, hij is door het kabinet wel aan de teugel teruggetrokken.
Daarnaast zegt de brief heel expliciet dat er geen gebruik gemaakt zal worden
van de discretionaire bevoegdheid. Er wordt hier al gehint op moties. Mag
ik uit de brief afleiden dat moties die in de richting gaan van een ruim gebruik
van discretionaire bevoegdheid, op grond van deze brief ontraden zullen worden?"
14,h-tk-20022003-3055-3080,-_o91CZfMZ,/div[2]/div[75]/p[3]/text()[1],/div[2]/div[75]/p[3]/text()[1],de brief,impl-local,19637-720,,,pTF68sV8wL,34153,34161,"Voorzitter. Ik was aangekomen bij mijn vragen aan de minister. Wat betreft de brief gaat het daarbij om het volgende. Ik ben zeer benieuwd naar het oordeel van de minister over deze brief, in het licht van de uitspraken die hij vorige week heeft gedaan. Immers, hij is door het kabinet wel aan de teugel teruggetrokken. Daarnaast zegt de brief heel expliciet dat er geen gebruik gemaakt zal worden van de discretionaire bevoegdheid. Er wordt hier al gehint op moties. Mag ik uit de brief afleiden dat moties die in de richting gaan van een ruim gebruik van discretionaire bevoegdheid, op grond van deze brief ontraden zullen worden?","Voorzitter. Ik was aangekomen bij mijn vragen aan de minister. Wat betreft
de brief gaat het daarbij om het volgende. Ik ben zeer benieuwd naar het oordeel
van de minister over deze brief, in het licht van de uitspraken die hij vorige
week heeft gedaan. Immers, hij is door het kabinet wel aan de teugel teruggetrokken.
Daarnaast zegt de brief heel expliciet dat er geen gebruik gemaakt zal worden
van de discretionaire bevoegdheid. Er wordt hier al gehint op moties. Mag
ik uit de brief afleiden dat moties die in de richting gaan van een ruim gebruik
van discretionaire bevoegdheid, op grond van deze brief ontraden zullen worden?"
14,h-tk-20022003-3055-3080,OUV9NaYYAR,/div[2]/div[75]/p[3]/text()[1],/div[2]/div[75]/p[3]/text()[1],de brief,impl-local,19637-720,,,pTF68sV8wL,34297,34305,"Voorzitter. Ik was aangekomen bij mijn vragen aan de minister. Wat betreft de brief gaat het daarbij om het volgende. Ik ben zeer benieuwd naar het oordeel van de minister over deze brief, in het licht van de uitspraken die hij vorige week heeft gedaan. Immers, hij is door het kabinet wel aan de teugel teruggetrokken. Daarnaast zegt de brief heel expliciet dat er geen gebruik gemaakt zal worden van de discretionaire bevoegdheid. Er wordt hier al gehint op moties. Mag ik uit de brief afleiden dat moties die in de richting gaan van een ruim gebruik van discretionaire bevoegdheid, op grond van deze brief ontraden zullen worden?","Voorzitter. Ik was aangekomen bij mijn vragen aan de minister. Wat betreft
de brief gaat het daarbij om het volgende. Ik ben zeer benieuwd naar het oordeel
van de minister over deze brief, in het licht van de uitspraken die hij vorige
week heeft gedaan. Immers, hij is door het kabinet wel aan de teugel teruggetrokken.
Daarnaast zegt de brief heel expliciet dat er geen gebruik gemaakt zal worden
van de discretionaire bevoegdheid. Er wordt hier al gehint op moties. Mag
ik uit de brief afleiden dat moties die in de richting gaan van een ruim gebruik
van discretionaire bevoegdheid, op grond van deze brief ontraden zullen worden?"
14,h-tk-20022003-3055-3080,8E2qbt1ohU,/div[2]/div[75]/p[3]/text()[1],/div[2]/div[75]/p[3]/text()[1],deze brief,impl-local,19637-720,,,pTF68sV8wL,34416,34426,"Voorzitter. Ik was aangekomen bij mijn vragen aan de minister. Wat betreft de brief gaat het daarbij om het volgende. Ik ben zeer benieuwd naar het oordeel van de minister over deze brief, in het licht van de uitspraken die hij vorige week heeft gedaan. Immers, hij is door het kabinet wel aan de teugel teruggetrokken. Daarnaast zegt de brief heel expliciet dat er geen gebruik gemaakt zal worden van de discretionaire bevoegdheid. Er wordt hier al gehint op moties. Mag ik uit de brief afleiden dat moties die in de richting gaan van een ruim gebruik van discretionaire bevoegdheid, op grond van deze brief ontraden zullen worden?","Voorzitter. Ik was aangekomen bij mijn vragen aan de minister. Wat betreft
de brief gaat het daarbij om het volgende. Ik ben zeer benieuwd naar het oordeel
van de minister over deze brief, in het licht van de uitspraken die hij vorige
week heeft gedaan. Immers, hij is door het kabinet wel aan de teugel teruggetrokken.
Daarnaast zegt de brief heel expliciet dat er geen gebruik gemaakt zal worden
van de discretionaire bevoegdheid. Er wordt hier al gehint op moties. Mag
ik uit de brief afleiden dat moties die in de richting gaan van een ruim gebruik
van discretionaire bevoegdheid, op grond van deze brief ontraden zullen worden?"
14,h-tk-20022003-3055-3080,lBXZzCbn8Q,/div[2]/div[75]/p[4]/text()[1],/div[2]/div[75]/p[4]/text()[1],de brief,impl-local,19637-720,,,pTF68sV8wL,34462,34470,"Verder gaat de brief in op de inherente afwijkingsbevoegdheid, de mogelijkheid om in individuele gevallen een afwijkende beslissing te nemen. Er wordt op gewezen dat daar geen patroon in moet ontstaan en ik ben het daar zeer mee eens. Ik heb daar vorige week ook op gewezen. Mag ik van de minister vernemen dat hij van die individuele bevoegdheid inderdaad zeer terughoudend gebruik zal maken om te voorkomen dat er een patroon ontstaat, waardoor er alsnog een grote groep onder deze regeling zal vallen?","Verder gaat de brief in op de inherente afwijkingsbevoegdheid, de mogelijkheid
om in individuele gevallen een afwijkende beslissing te nemen. Er wordt op
gewezen dat daar geen patroon in moet ontstaan en ik ben het daar zeer mee
eens. Ik heb daar vorige week ook op gewezen. Mag ik van de minister vernemen
dat hij van die individuele bevoegdheid inderdaad zeer terughoudend gebruik
zal maken om te voorkomen dat er een patroon ontstaat, waardoor er alsnog
een grote groep onder deze regeling zal vallen?"
14,h-tk-20022003-3055-3080,gaoeShBcf1,/div[2]/div[89]/p[4]/text()[1],/div[2]/div[89]/p[4]/text()[1],de brief die de minister vandaag aan de Kamer zond,impl-ext-parl-doc,kst-19637-720, https://zoek.officielebekendmakingen.nl/kst-19637-720.html,Brief,,48802,48852,"Wij hebben goed nota genomen van de laatste zin van de brief die de minister vandaag aan de Kamer zond. Hij geeft daarin aan dat hij, daartoe gemachtigd door het kabinet, in zeer uitzonderlijke gevallen gebruik kan maken van de inherente afwijkingsbevoegdheid. Wij zijn van mening dat de Kamer daarin niet moet treden en dat zij het oordeel volledig bij de minister zelf moet laten. De minister beraadt zich nog op de wijze waarop hij gebruik gaat maken van zijn bevoegdheid. Wij dringen aan op spoed. Het gaat immers om mensen die hier al lang zijn en die al lange tijd in onzekerheid verkeren. Zij moeten nu snel te weten komen waar zij aan toe zijn. Daarnaast wensen wij de minister, dat zeg ik uit de grond van mijn hart, alle wijsheid toe die hij daarbij nodig heeft.","Wij hebben goed nota genomen van de laatste zin van de brief die de minister
vandaag aan de Kamer zond. Hij geeft daarin aan dat hij, daartoe gemachtigd
door het kabinet, in zeer uitzonderlijke gevallen gebruik kan maken van de
inherente afwijkingsbevoegdheid. Wij zijn van mening dat de Kamer daarin niet
moet treden en dat zij het oordeel volledig bij de minister zelf moet laten.
De minister beraadt zich nog op de wijze waarop hij gebruik gaat maken van
zijn bevoegdheid. Wij dringen aan op spoed. Het gaat immers om mensen die
hier al lang zijn en die al lange tijd in onzekerheid verkeren. Zij moeten
nu snel te weten komen waar zij aan toe zijn. Daarnaast wensen wij de minister,
dat zeg ik uit de grond van mijn hart, alle wijsheid toe die hij daarbij nodig
heeft."
14,h-tk-20022003-3055-3080,NeRStdZG3f,/div[2]/div[102]/p[3]/text()[1],/div[2]/div[102]/p[3]/text()[1],de motie die in april vorig jaar is ingediend,impl-ext-parl-doc,kst-19637-657, https://zoek.officielebekendmakingen.nl/kst-19637-657.html,Motie,,55560,55605,"De inhoudelijke argumenten over wel of geen pardon en over het oprekken van de discrectionaire bevoegdheid zijn in het algemeen overleg gewisseld. Ik wil er niet nog een keer op ingaan en opnieuw vragen over stellen. Het belangrijkste voor ons is om een oplossing te zoeken voor een aantal buitengewoon schrijnende gevallen. De fractie van de ChristenUnie is van zins om een motie in te dienen. Zij lijkt op de motie die in april vorig jaar is ingediend en waar de ChristenUniefractie toen ook voor heeft gestemd. Het is mogelijk dat zij samenvalt met andere moties, dat moet nog bekeken worden.","De inhoudelijke argumenten over wel of geen pardon en over het oprekken
van de discrectionaire bevoegdheid zijn in het algemeen overleg gewisseld.
Ik wil er niet nog een keer op ingaan en opnieuw vragen over stellen. Het
belangrijkste voor ons is om een oplossing te zoeken voor een aantal buitengewoon
schrijnende gevallen. De fractie van de ChristenUnie is van zins om een motie
in te dienen. Zij lijkt op de motie die in april vorig jaar is ingediend en
waar de ChristenUniefractie toen ook voor heeft gestemd. Het is mogelijk dat
zij samenvalt met andere moties, dat moet nog bekeken worden."
14,h-tk-20022003-3055-3080,WswSSbK9gQ,/div[2]/div[107]/p[2]/text()[1],/div[2]/div[107]/p[2]/text()[1],een motie van mevrouw Halsema en de heer Hoekema,impl-ext-parl-doc,kst-19637-657, https://zoek.officielebekendmakingen.nl/kst-19637-657.html,Brief,,58381,58429,"Ik heb in eerder overleg gezegd dat de fractie van de PvdA destijds heeft geaarzeld of zij haar steun zou verlenen aan een motie van mevrouw Halsema en de heer Hoekema, mede in het licht van het feit dat er een formatie op stapel stond en dat het natuurlijk heel belangrijk zou zijn om afspraken te maken die ook gehonoreerd zouden kunnen worden. Dit is niet gebeurd.","Ik heb in eerder overleg gezegd dat de fractie van de PvdA destijds heeft
geaarzeld of zij haar steun zou verlenen aan een motie van mevrouw Halsema
en de heer Hoekema, mede in het licht van het feit dat er een formatie op
stapel stond en dat het natuurlijk heel belangrijk zou zijn om afspraken te
maken die ook gehonoreerd zouden kunnen worden. Dit is niet gebeurd."
14,h-tk-20022003-3055-3080,wYqsl9P9Bl,/div[2]/div[107]/p[4]/text()[1],/div[2]/div[107]/p[4]/text()[1],een nieuwe Vreemdelingenwet,impl-ext-dossier,26732,,,,59508,59535,"Dit was overigens ook een van de redenen waarom het vorige kabinet met enige moeite, maar uiteindelijk wel met succes een nieuwe Vreemdelingenwet tot stand heeft gebracht. Met die wet moest een einde komen aan de eindeloze procedures en aan het eindeloos wachten op een besluit. Er moet helderheid worden geboden. Met die wet, die wij streng en rechtvaardig hebben genoemd, zijn resultaten geboekt die ertoe leiden dat mensen op een redelijke termijn uitsluitsel krijgen over wat hen te wachten staat.","Dit was overigens ook een van de redenen waarom het vorige kabinet met
enige moeite, maar uiteindelijk wel met succes een nieuwe Vreemdelingenwet
tot stand heeft gebracht. Met die wet moest een einde komen aan de eindeloze
procedures en aan het eindeloos wachten op een besluit. Er moet helderheid
worden geboden. Met die wet, die wij streng en rechtvaardig hebben genoemd,
zijn resultaten geboekt die ertoe leiden dat mensen op een redelijke termijn
uitsluitsel krijgen over wat hen te wachten staat."
14,h-tk-20022003-3055-3080,0eC4uUD8dx,/div[2]/div[107]/p[4]/text()[1],/div[2]/div[107]/p[4]/text()[1],die wet,impl-local,26732,,,wYqsl9P9Bl,59566,59573,"Dit was overigens ook een van de redenen waarom het vorige kabinet met enige moeite, maar uiteindelijk wel met succes een nieuwe Vreemdelingenwet tot stand heeft gebracht. Met die wet moest een einde komen aan de eindeloze procedures en aan het eindeloos wachten op een besluit. Er moet helderheid worden geboden. Met die wet, die wij streng en rechtvaardig hebben genoemd, zijn resultaten geboekt die ertoe leiden dat mensen op een redelijke termijn uitsluitsel krijgen over wat hen te wachten staat.","Dit was overigens ook een van de redenen waarom het vorige kabinet met
enige moeite, maar uiteindelijk wel met succes een nieuwe Vreemdelingenwet
tot stand heeft gebracht. Met die wet moest een einde komen aan de eindeloze
procedures en aan het eindeloos wachten op een besluit. Er moet helderheid
worden geboden. Met die wet, die wij streng en rechtvaardig hebben genoemd,
zijn resultaten geboekt die ertoe leiden dat mensen op een redelijke termijn
uitsluitsel krijgen over wat hen te wachten staat."
14,h-tk-20022003-3055-3080,4FOQ9C8Jl1,/div[2]/div[107]/p[4]/text()[1],/div[2]/div[107]/p[4]/text()[1],die wet,impl-local,26732,,,wYqsl9P9Bl,59708,59715,"Dit was overigens ook een van de redenen waarom het vorige kabinet met enige moeite, maar uiteindelijk wel met succes een nieuwe Vreemdelingenwet tot stand heeft gebracht. Met die wet moest een einde komen aan de eindeloze procedures en aan het eindeloos wachten op een besluit. Er moet helderheid worden geboden. Met die wet, die wij streng en rechtvaardig hebben genoemd, zijn resultaten geboekt die ertoe leiden dat mensen op een redelijke termijn uitsluitsel krijgen over wat hen te wachten staat.","Dit was overigens ook een van de redenen waarom het vorige kabinet met
enige moeite, maar uiteindelijk wel met succes een nieuwe Vreemdelingenwet
tot stand heeft gebracht. Met die wet moest een einde komen aan de eindeloze
procedures en aan het eindeloos wachten op een besluit. Er moet helderheid
worden geboden. Met die wet, die wij streng en rechtvaardig hebben genoemd,
zijn resultaten geboekt die ertoe leiden dat mensen op een redelijke termijn
uitsluitsel krijgen over wat hen te wachten staat."
14,h-tk-20022003-3055-3080,x0w8kFVQzT,/div[2]/div[109]/p[2]/text()[1],/div[2]/div[109]/p[2]/text()[1],de oude Vreemdelingenwet,impl-ext-dossier,26732,,,,61063,61087,"Natuurlijk moet dat systeem houdbaar zijn, maar wij spreken nu over de gevallen die nog onder de oude Vreemdelingenwet vallen. Daar zijn mensen bij die wel tien of twaalf jaar in Nederland zijn. Als zij indertijd snel te horen hadden gekregen dat zij hier niet mochten blijven en de Nederlandse regering had ook effectief bevorderd dat zij weggingen – als dat al mogelijk zou zijn geweest met alle procedures die men toen kon entameren – hadden wij kunnen zeggen dat zij een redelijke beoordeling hebben gehad. Dit is onder de nieuwe Vreemdelingenwet een stuk beter. Ik denk dat wij ons land, de menselijkheid in ons land en de mensen waarom het gaat een dienst bewijzen als wij proberen om nu een streep te zetten onder de gevallen die zich al zo lang voorslepen.","Natuurlijk moet dat systeem houdbaar zijn, maar wij spreken nu over de
gevallen die nog onder de oude Vreemdelingenwet vallen. Daar zijn mensen bij
die wel tien of twaalf jaar in Nederland zijn. Als zij indertijd snel te horen
hadden gekregen dat zij hier niet mochten blijven en de Nederlandse regering
had ook effectief bevorderd dat zij weggingen – als dat al mogelijk
zou zijn geweest met alle procedures die men toen kon entameren – hadden
wij kunnen zeggen dat zij een redelijke beoordeling hebben gehad. Dit is onder
de nieuwe Vreemdelingenwet een stuk beter. Ik denk dat wij ons land, de menselijkheid
in ons land en de mensen waarom het gaat een dienst bewijzen als wij proberen
om nu een streep te zetten onder de gevallen die zich al zo lang voorslepen."
14,h-tk-20022003-3055-3080,j9FhAfHhPp,/div[2]/div[109]/p[2]/text()[1],/div[2]/div[109]/p[2]/text()[1],de nieuwe Vreemdelingenwet,impl-local,,,,26732,61493,61519,"Natuurlijk moet dat systeem houdbaar zijn, maar wij spreken nu over de gevallen die nog onder de oude Vreemdelingenwet vallen. Daar zijn mensen bij die wel tien of twaalf jaar in Nederland zijn. Als zij indertijd snel te horen hadden gekregen dat zij hier niet mochten blijven en de Nederlandse regering had ook effectief bevorderd dat zij weggingen – als dat al mogelijk zou zijn geweest met alle procedures die men toen kon entameren – hadden wij kunnen zeggen dat zij een redelijke beoordeling hebben gehad. Dit is onder de nieuwe Vreemdelingenwet een stuk beter. Ik denk dat wij ons land, de menselijkheid in ons land en de mensen waarom het gaat een dienst bewijzen als wij proberen om nu een streep te zetten onder de gevallen die zich al zo lang voorslepen.","Natuurlijk moet dat systeem houdbaar zijn, maar wij spreken nu over de
gevallen die nog onder de oude Vreemdelingenwet vallen. Daar zijn mensen bij
die wel tien of twaalf jaar in Nederland zijn. Als zij indertijd snel te horen
hadden gekregen dat zij hier niet mochten blijven en de Nederlandse regering
had ook effectief bevorderd dat zij weggingen – als dat al mogelijk
zou zijn geweest met alle procedures die men toen kon entameren – hadden
wij kunnen zeggen dat zij een redelijke beoordeling hebben gehad. Dit is onder
de nieuwe Vreemdelingenwet een stuk beter. Ik denk dat wij ons land, de menselijkheid
in ons land en de mensen waarom het gaat een dienst bewijzen als wij proberen
om nu een streep te zetten onder de gevallen die zich al zo lang voorslepen."
14,h-tk-20022003-3055-3080,Nx18uQg1JA,/div[2]/div[117]/p[4]/text()[1],/div[2]/div[117]/p[4]/text()[1],een brief,impl-ext-third-party,,,,,65420,65429,"In de pers is gesproken over de vraag wat er met minister Nawijn moet gebeuren. Ik vind dat een moeilijke vraag die ook in dit debat voorligt, hoewel er verder niet zoveel over is gezegd. Nadat de minister vorige week zoveel gezegd had over wat hij allemaal tot stand wilde brengen, kon hij moeilijk genoegen nemen met de uitkomst van het debat in de ministerraad. Hij heeft dat kennelijk wel gedaan, want hij heeft ons een brief gestuurd waarin staat dat alles wat hij eerder had gezegd, niet kon. Dat is zijn eigen zaak. Ik vind het wonderlijk dat het kabinet de minister voor de zoveelste keer terugfluit, zonder daaraan kennelijk consequenties te verbinden. Ik heb er evenwel absoluut geen behoefte aan om de Kamer een motie voor te stellen waarin staat dat de minister niet had mogen doen wat hij deed en dat wij geen vertrouwen meer in hem hebben. In zo'n motie, die waarschijnlijk geen meerderheid haalt, zie ik niets. Als een van de regeringsfracties zich geroepen voelt om te zeggen dat zij niet verder wil met de minister, luister ik daar graag naar. Maar wij gaan niet in plaats van de mensen die de eerste verantwoordelijkheid dragen, een nederlagenstrategie met moties van afkeuring voeren.","In de pers is gesproken over de vraag wat er met minister Nawijn moet
gebeuren. Ik vind dat een moeilijke vraag die ook in dit debat voorligt, hoewel
er verder niet zoveel over is gezegd. Nadat de minister vorige week zoveel
gezegd had over wat hij allemaal tot stand wilde brengen, kon hij moeilijk
genoegen nemen met de uitkomst van het debat in de ministerraad. Hij heeft
dat kennelijk wel gedaan, want hij heeft ons een brief gestuurd waarin staat
dat alles wat hij eerder had gezegd, niet kon. Dat is zijn eigen zaak. Ik
vind het wonderlijk dat het kabinet de minister voor de zoveelste keer terugfluit,
zonder daaraan kennelijk consequenties te verbinden. Ik heb er evenwel absoluut
geen behoefte aan om de Kamer een motie voor te stellen waarin staat dat de
minister niet had mogen doen wat hij deed en dat wij geen vertrouwen meer
in hem hebben. In zo'n motie, die waarschijnlijk geen meerderheid haalt, zie
ik niets. Als een van de regeringsfracties zich geroepen voelt om te zeggen
dat zij niet verder wil met de minister, luister ik daar graag naar. Maar
wij gaan niet in plaats van de mensen die de eerste verantwoordelijkheid dragen,
een nederlagenstrategie met moties van afkeuring voeren."
14,h-tk-20022003-3055-3080,4b4O2D9KO_,/div[2]/div[143]/p[2]/text()[1],/div[2]/div[143]/p[2]/text()[1],zijn brief,impl-local,19637-720,,,pTF68sV8wL,77609,77619,"De minister heeft ook gezegd dat naar zijn mening de discretionaire bevoegdheid de mogelijkheid bood om een regel te maken. Dit wordt bevestigd in zijn brief. Hij zegt ook dat de discretionaire bevoegdheid hem de mogelijkheid geeft tot het invullen van de kaders van de wet, bijvoorbeeld door het stellen van beleidsregels. Hij heeft een beleidsregel willen maken voor de groep die langer dan vijf jaar in Nederland verblijft. Om welke reden is het kabinet niet met zijn voorstel meegegaan?","De minister heeft ook gezegd dat naar zijn mening de discretionaire bevoegdheid
de mogelijkheid bood om een regel te maken. Dit wordt bevestigd in zijn brief.
Hij zegt ook dat de discretionaire bevoegdheid hem de mogelijkheid geeft tot
het invullen van de kaders van de wet, bijvoorbeeld door het stellen van beleidsregels.
Hij heeft een beleidsregel willen maken voor de groep die langer dan vijf
jaar in Nederland verblijft. Om welke reden is het kabinet niet met zijn voorstel
meegegaan?"
14,h-tk-20022003-3055-3080,x_jsOTaJqr,/div[2]/div[146]/p[2]/text()[1],/div[2]/div[146]/p[2]/text()[1],de brief,impl-local,19637-720,,,pTF68sV8wL,78752,78760,"De lijn die wij in het kabinet hebben afgesproken is vastgelegd in de brief die ik naar de Kamer heb gezonden.","De lijn die wij in het kabinet hebben afgesproken is vastgelegd
in de brief die ik naar de Kamer heb gezonden."
14,h-tk-20022003-3055-3080,aec6cOJ493,/div[2]/div[148]/p[2]/text()[1],/div[2]/div[148]/p[2]/text()[1],de brief,impl-local,19637-720,,,pTF68sV8wL,78998,79006,"In de brief staat precies wat het standpunt van het kabinet is voor het omgaan met de discretionaire bevoegdheid en, nog een andere mogelijkheid, de inherente afwijkingsbevoegdheid.","In de brief staat precies wat het standpunt van het kabinet is voor het
omgaan met de discretionaire bevoegdheid en, nog een andere mogelijkheid,
de inherente afwijkingsbevoegdheid."
